season,State,baseline_calories,relaxed_calorie_target,optimized_calories,calorie_gap,calorie_gap_vs_relaxed_target,baseline_income,relaxed_income_target,optimized_income,income_gap,income_gap_vs_relaxed_target
kharif,sikkim,295234720036.19525,295234719740.9605,297318508789.6604,2083788753.465149,2083789048.6998901,1537050784.6931772,1537050783.1561265,1537050783.1561265,-1.537050724029541,0.0
kharif,tamil nadu,26459027670852.668,26459027644393.64,56559622845621.5,30100595174768.832,30100595201227.86,46946554904.602585,46946554857.65603,46946554857.65601,-46.946571350097656,-1.52587890625e-05
kharif,telangana,16096525409851.377,16096525393754.852,16096525393754.85,-16096.52734375,-0.001953125,22903863078.573853,22903863055.66999,22903863055.669987,-22.903865814208984,-3.814697265625e-06
kharif,tripura,2121831339935.4893,2121831337813.658,2121831337813.6582,-2121.8310546875,0.000244140625,11882215319.28796,11882215307.405745,12107457171.004108,225241851.71614838,225241863.59836388
kharif,uttar pradesh,66941203716881.51,66941203649940.305,66941203649940.27,-66941.234375,-0.03125,101624589473.59244,101624589371.96785,101624589371.96788,-101.62455749511719,3.0517578125e-05
kharif,uttarakhand,2798525140056.7944,2798525137258.2695,2897959738384.6763,99434598327.88184,99434601126.40674,949525096.6381283,949525095.6886032,949525095.6886032,-0.9495251178741455,0.0
kharif,west bengal,41935309264579.06,41935309222643.75,41935309222643.766,-41935.296875,0.015625,64730534609.57952,64730534544.84898,74609771028.87167,9879236419.292152,9879236484.02269
rabi,andaman and nicobar,128523599.99999999,128523599.87147638,128523599.99999999,0.0,0.12852360308170319,208450.82920120997,208450.82899275914,208450.82920120997,0.0,0.0002084508305415511
rabi,andhra pradesh,19762745353591.105,19762745333828.36,19762745333828.35,-19762.75390625,-0.0078125,26366226704.33974,26366226677.973515,26366226677.97351,-26.366230010986328,-3.814697265625e-06
rabi,arunachal pradesh,24929240000.0,24929239975.07076,24929240000.0,0.0,24.929241180419922,190098821.56868818,190098821.37858936,190098821.56868818,0.0,0.1900988221168518
rabi,assam,4410052857300.796,4410052852890.743,4479334943373.862,69282086073.0664,69282090483.11914,4686881646.481724,4686881641.794842,4770357818.245731,83476171.76400757,83476176.45088959
rabi,bihar,31064631580000.0,31064631548935.367,37623581550219.73,6558949970219.727,6558950001284.359,41724057706.670616,41724057664.946556,41724057664.946556,-41.72406005859375,0.0
rabi,chandigarh,8262520000.0,8262519991.73748,8262520000.0,0.0,8.262519836425781,5131984.837799047,5131984.832667062,5131984.837799047,0.0,0.005131985060870647
rabi,chhattisgarh,461371652206.69653,461371651745.3249,461371652206.69653,0.0,461.37164306640625,-766285127.7339908,-766285128.500276,-766285127.7339908,0.0,0.7662851810455322
rabi,dadra and nagar haveli,2844440000.0000005,2844439997.1555605,2844440000.97443,0.9744296073913574,3.8188695907592773,3036583.658687873,3036583.655651289,3036583.655651289,-0.00303658377379179,0.0
rabi,gujarat,13909654580000.0,13909654566090.346,13909654566090.346,-13909.654296875,0.0,32659552094.4504,32659552061.790848,32659552061.790848,-32.65955352783203,0.0
rabi,haryana,41128416000000.0,41128415958871.586,41128416000000.0,0.0,41128.4140625,23181055392.15886,23181055368.977802,23181055392.15886,0.0,23.18105697631836
rabi,himachal pradesh,1943550140000.0,1943550138056.45,1943550140000.0,0.0,1943.550048828125,-1644615143.2234683,-1644615144.8680835,-1644615143.2234683,0.0,1.6446151733398438
rabi,jammu and kashmir,2076743192000.0,2076743189923.2568,2076743189923.2573,-2076.74267578125,0.00048828125,-519739328.25404614,-519739328.7737855,-519739328.7737854,-0.5197392702102661,5.960464477539063e-08
rabi,jharkhand,1579768060000.0,1579768058420.232,1579768058420.2317,-1579.768310546875,-0.000244140625,100574979.72654636,100574979.62597138,100574979.62597138,-0.10057498514652252,0.0
rabi,karnataka,9062350260000.0,9062350250937.65,9062350250937.65,-9062.349609375,0.0,10640369560.607859,10640369549.96749,10640369549.96749,-10.640369415283203,0.0
rabi,kerala,546328280000.0,546328279453.6717,546328280000.0,0.0,546.3283081054688,1542557516.57012,1542557515.0275626,1542557516.57012,0.0,1.5425574779510498
rabi,madhya pradesh,65023831400000.0,65023831334976.17,65023831334976.16,-65023.84375,-0.015625,84382958882.55579,84382958798.17282,84382958798.17282,-84.38296508789062,0.0
rabi,maharashtra,15727005440000.0,15727005424272.994,15727005424272.992,-15727.0078125,-0.001953125,-5786353092.715582,-5786353098.501935,227090067.20831007,6013443159.923892,6013443165.710245
rabi,manipur,77091400000.0,77091399922.9086,78139217095.24843,1047817095.2484283,1047817172.3398285,91318402.17835543,91318402.08703703,91318402.08703703,-0.09131839871406555,0.0
rabi,meghalaya,228659820000.0,228659819771.34018,232344674527.29,3684854527.2900085,3684854755.949829,302822200.5965855,302822200.29376334,309197767.9517675,6375567.355181992,6375567.658004165
rabi,mizoram,5894212000.0,5894211994.105788,7720089902.117985,1825877902.1179848,1825877908.0121965,35784064.40341513,35784064.36763106,48411054.67687717,12626990.273462042,12626990.309246108
rabi,nagaland,109138400000.0,109138399890.8616,125941792081.6225,16803392081.622498,16803392190.760895,261828557.51276782,261828557.25093925,295690140.4879153,33861582.975147456,33861583.23697603
rabi,odisha,2496216949000.0,2496216946503.783,2506347603680.1724,10130654680.172363,10130657176.38916,5900017296.405761,5900017290.505743,5900017290.505743,-5.900017738342285,0.0
rabi,puducherry,145216450000.0,145216449854.78354,145216449854.78354,-145.21646118164062,0.0,117904415.60090744,117904415.48300304,119419458.24442631,1515042.643518865,1515042.7614232749
rabi,punjab,57419040000000.0,57419039942580.96,57419040000000.0,0.0,57419.0390625,100398591497.02748,100398591396.62889,100398591497.02748,0.0,100.39859008789062
rabi,rajasthan,36323210000000.0,36323209963676.79,36323210000000.0,0.0,36323.2109375,5105811700.000011,5105811694.894199,5105811700.000011,0.0,5.105812072753906
rabi,sikkim,595699999.9999999,595699999.4042999,595699999.9999999,0.0,0.5957000255584717,125812.59165538046,125812.59152956787,125812.59165538046,0.0,0.00012581258488353342
rabi,tamil nadu,9006666270000.0,9006666260993.334,12424305125979.531,3417638855979.5312,3417638864986.1973,13031905587.18407,13031905574.152164,13031905574.152166,-13.031904220581055,1.9073486328125e-06
rabi,telangana,15914880360000.0,15914880344085.12,15914916291994.86,35931994.859375,35947909.740234375,23678023977.28205,23678023953.604027,23678023953.604023,-23.678028106689453,-3.814697265625e-06
rabi,tripura,849693640000.0,849693639150.3064,849693639150.3063,-849.6937255859375,-0.0001220703125,4643874396.543343,4643874391.899468,4664736113.97454,20861717.431197166,20861722.075071335
rabi,uttar pradesh,115532667659730.12,115532667544197.45,115532667544197.47,-115532.65625,0.015625,24296260013.12441,24296259988.828148,24296259988.82814,-24.296268463134766,-7.62939453125e-06
rabi,uttarakhand,3154203000000.0,3154202996845.797,3194418335159.5503,40215335159.55029,40215338313.75342,2630414941.121216,2630414938.490801,2630414938.490801,-2.6304149627685547,0.0
rabi,west bengal,22149918042768.445,22149918020618.527,22149918020618.523,-22149.921875,-0.00390625,25719123411.850014,25719123386.13089,25719123386.130886,-25.719127655029297,-3.814697265625e-06
